,Date,Investment,Gain,Avg_duration,Compound_Return
0,2020-09-10,0,0.0,0.0,0.0
1,2020-09-11,0,0.0,0.0,0.0
2,2020-09-14,0,0.0,0.0,0.0
3,2020-09-15,0,0.0,0.0,0.0
4,2020-09-16,0,0.0,0.0,0.0
5,2020-09-17,0,0.0,0.0,0.0
6,2020-09-18,0,0.0,0.0,0.0
7,2020-09-21,100000,0.008229500000015834,1.0,3.0037675000057793
8,2020-09-22,100000,-1.6604514999999955,2.0,-303.0323987499992
9,2020-09-23,100000,-1.881338499999998,3.0,-228.89618416666644
10,2020-09-24,100000,-4.749588999999993,4.0,-433.3999962499994
11,2020-09-25,100000,-0.8206435000000055,5.0,-59.90697550000041
12,2020-09-28,100000,2.7824389999999983,6.0,169.26503916666658
13,2020-09-29,100000,2.3231689999999943,7.0,121.13666928571399
14,2020-09-30,100000,2.0574485000000133,8.0,93.8710878125006
15,2020-10-01,100000,3.2734204999999927,9.0,132.75538694444415
16,2020-10-05,100000,2.960679500000013,10.0,108.06480175000047
17,2020-10-06,100000,3.6342755000000033,11.0,120.59186886363646
18,2020-10-07,100000,3.1651640000000043,12.0,96.27373833333347
19,2020-10-08,100000,3.5555435000000144,13.0,99.82872134615424
20,2020-10-09,100000,3.4691570000000067,14.0,90.4458789285716
21,2020-10-12,100000,2.5407755000000036,15.0,61.825537166666756
22,2020-10-13,100000,1.5599060000000027,16.0,35.58535562500006
23,2020-10-14,100000,1.6834714999999996,17.0,36.14512338235293
24,2020-10-15,100000,-0.4893129999999946,18.0,-9.922180277777668
25,2020-10-16,100000,0.8983385000000125,19.0,17.257555394737082
26,2020-10-19,100000,1.8442160000000147,20.0,33.65694200000027
27,2020-10-20,100000,2.5812350000000004,21.0,44.86432261904763
28,2020-10-21,100000,2.8141505000000033,22.0,46.68931511363642
29,2020-10-22,100000,3.339030499999993,23.0,52.98896228260858
30,2020-10-23,100000,4.044338000000003,24.0,61.50764041666671
31,2020-10-26,100000,1.7064349999999977,25.0,24.913950999999965
32,2020-10-27,100000,3.076590499999991,26.0,43.19059740384603
33,2020-10-28,100000,1.6692560000000085,27.0,22.565868148148265
34,2020-10-29,100000,1.1531239999999963,28.0,15.031794999999951
35,2020-10-30,100000,2.0465135000000156,29.0,25.757842327586403
36,2020-11-02,100000,3.158603000000003,30.0,38.42966983333337
37,2020-11-03,100000,3.848601500000004,31.0,45.31417895161295
38,2020-11-04,100000,4.3887905000000025,32.0,50.05964164062503
